Customer_Name,CustID,Revenue,% Total,Profit
SARA COOK,16373,2315.29,0.01%,945.16
MINDY BLACK,18696,2307.24,0.01%,923.33
CARLA GONZALEZ,18336,2302.15,0.01%,921.7
TAYLOR MARTINEZ,22647,2301.56,0.01%,936
ISABELLE HENDERSON,16366,2301.56,0.01%,936
ISAIAH CAMPBELL,20405,2301.56,0.01%,936
COLIN RAI,24573,2301.56,0.01%,936
ANGELICA WASHINGTON,20346,2301.21,0.01%,922.03
GARY RUBIO,20150,2299.86,0.01%,921.75
HUNTER LOPEZ,16790,2299.86,0.01%,921.75
PRESTON LOPEZ,20860,2294,0.01%,954.81
KELLIE SERRANO,20722,2292.99,0.01%,954.18
ISABELLA POWELL,20923,2289.56,0.01%,966.34
CHRISTY HU,20912,2288.55,0.01%,965.71
TONYA NATH,24847,2286.82,0.01%,912.67
NINA ANDERSEN,18338,2284.52,0.01%,903.95
NICOLAS NARA,20861,2284.17,0.01%,962.4
KENNETH RAJE,23606,2281.65,0.01%,923.54
CHRISTINE PAL,18242,2281.65,0.01%,923.54
ERICK GONZALEZ,26399,2281.65,0.01%,923.54
VINCENT ZHENG,18496,2281.65,0.01%,923.54
ASHLEY RODRIGUEZ,20324,2281.65,0.01%,923.54
DREW CHANDE,20930,2279.9,0.01%,959.73
BLAKE HAYES,16778,2279.18,0.01%,898.14
VANESSA BUTLER,20545,2278.6,0.01%,907.87
GLORIA ALVAREZ,18297,2277.83,0.01%,897.86
TRISHA LI,18296,2276.69,0.01%,919.52
TERRENCE SHARMA,17351,2276.69,0.01%,919.52
WENDY TORRES,18269,2273.14,0.01%,918.21
KELLY PRICE,23765,2273.08,0.01%,895.88
NATHANIEL COX,19661,2272.7,0.01%,1079.55
JOE MARTINEZ,16004,2272.36,0.01%,1083.04
ALISHA LUO,24534,2272.14,0.01%,896.21
COREY PAL,25774,2271.91,0.01%,901.78
SIMON PEARSON,13472,2270.41,0.01%,1078.12
SUZANNE SHE,28902,2266.22,0.01%,900.13
ALEXA MURPHY,18276,2264.62,0.01%,899.12
KAITLYN HUGHES,20339,2264.62,0.01%,899.12
SETH HARRIS,16140,2263.27,0.01%,898.84
DAVID JACKSON,20412,2263.27,0.01%,898.84
JASON PATTERSON,20385,2263.27,0.01%,898.84
DANA MARTIN,16231,2262.23,0.01%,897.63
NATALIE MOORE,18273,2262.23,0.01%,897.63
JEFFERY HE,27924,2262.23,0.01%,897.63
KURT LUO,22690,2261.78,0.01%,908.63
PRESTON CHAPMAN,18268,2260.78,0.01%,911.04
DESTINY LONG,20476,2259.52,0.01%,909.68
SHANNON ROMERO,26381,2259.04,0.01%,909.38
REGINA MARTINEZ,20345,2259.04,0.01%,909.38
ELIJAH LI,16740,2259.04,0.01%,909.38
ARTHUR SMITH,18240,2258.17,0.01%,884.99
DOUGLAS GARCIA,24860,2258.17,0.01%,884.99
NICOLAS XIE,22595,2256.44,0.01%,905.85
HAILEY GONZALES,17156,2254.46,0.01%,1058.09
BRITTNEY WEST,24066,2253.14,0.01%,905.69
ISABEL HENDERSON,20465,2253.14,0.01%,905.69
RONALD SURI,18214,2253.14,0.01%,905.69
WYATT WHITE,16361,2253.14,0.01%,905.69
DAMIEN ZHOU,25776,2252.82,0.01%,905.48
CHLOE YOUNG,11015,2252.4,0.01%,1066.85
GERALD RUBIO,25769,2251.79,0.01%,905.41
ERIN JAMES,16237,2251.79,0.01%,905.41
THEODORE RUIZ,20052,2251.79,0.01%,905.41
CLAYTON DENG,17285,2251.79,0.01%,905.41
JEFFERY WANG,18188,2251.79,0.01%,905.41
DAISY SUAREZ,18288,2251.79,0.01%,905.41
DUSTIN SHARMA,18484,2251.79,0.01%,905.41
HEATHER HE,22449,2251.79,0.01%,905.41
DARRYL LI,24549,2251.79,0.01%,905.41
MANDY WU,18309,2250.53,0.01%,904.05
DENISE SANCHEZ,16703,2250.53,0.01%,904.05
TONY NARA,16713,2250.53,0.01%,904.05
HALEY MITCHELL,20462,2250.53,0.01%,904.05
MASON WRIGHT,16752,2250.53,0.01%,904.05
BRYCE MORGAN,20303,2250.53,0.01%,904.05
CHRISTIAN HARRIS,18848,2250.38,0.01%,1069.28
DAWN YANG,22664,2249.53,0.01%,882.05
CHLOE EVANS,20348,2249.53,0.01%,882.05
PHILLIP GONZALEZ,18207,2249.53,0.01%,882.05
CYNTHIA SAUNDERS,24537,2249.53,0.01%,882.05
DEANNA MEHTA,17280,2249.53,0.01%,882.05
JESSIE BLANCO,23608,2247.8,0.01%,902.91
RAQUEL MORENO,25637,2247.8,0.01%,902.91
HAILEY COOK,20199,2240.1,0.01%,896.61
DARRYL HU,24868,2239.17,0.01%,894.47
MELODY GOMEZ,25805,2239.17,0.01%,894.47
TABITHA GOMEZ,16688,2238.75,0.01%,896.33
JOHNNY NARA,18489,2238.75,0.01%,896.33
JACLYN LI,18281,2238.75,0.01%,896.33
NOAH TURNER,20640,2236.55,0.01%,895.3
AARON SCOTT,16751,2230.53,0.01%,891.53
CURTIS LIN,21858,2230.53,0.01%,891.53
JUSTIN COLEMAN,20323,2230.53,0.01%,891.53
LAWRENCE ROMERO,16687,2229.18,0.01%,891.25
LACEY GUO,16744,2229.18,0.01%,891.25
CLAUDIA ZHENG,18691,2229.18,0.01%,891.25
ARIANA STEWART,16743,2229.18,0.01%,891.25
ARTURO SHAN,22465,2229.18,0.01%,891.25
WAYNE KUMAR,17502,2229.18,0.01%,891.25
KRISTINA MEHTA,20165,2229.18,0.01%,891.25
TERRY LAL,18277,2229.18,0.01%,891.25
CAROLYN RAMAN,24067,2229.18,0.01%,891.25
MACKENZIE NELSON,20461,2229.18,0.01%,891.25
SETH MILLER,20543,2229.18,0.01%,891.25
TABITHA PEREZ,22632,2229.18,0.01%,891.25
DIANE SUAREZ,22445,2228.39,0.01%,890.2
JENNA YOUNG,16365,2228.39,0.01%,890.2
RACHEL GRIFFIN,18255,2227.14,0.01%,889.42
NATALIE RAMIREZ,20649,2226.1,0.01%,888.77
AMANDA SANDERS,20180,2226.1,0.01%,888.77
JAY DOMINGUEZ,21857,2225.19,0.01%,885.72
STACEY LIN,24883,2223.84,0.01%,885.44
SAVANNAH BROOKS,24558,2223.84,0.01%,885.44
GILBERT LAL,24577,2223.84,0.01%,885.44
ROY CHANDRA,24583,2223.84,0.01%,885.44
DEVIN GONZALEZ,18485,2222.8,0.01%,884.23
ETHAN COLEMAN,16693,2220.44,0.01%,885.22
MEREDITH PEREZ,23597,2220.44,0.01%,885.22
VANESSA FOSTER,16372,2220.44,0.01%,885.22
DENNIS ZHAO,20173,2220.44,0.01%,885.22
JOSHUA SMITH,16362,2220.44,0.01%,885.22
SHAWNA YUAN,16364,2220.44,0.01%,885.22
JESSIE ORTEGA,17051,2220.44,0.01%,885.22
JACK HERNANDEZ,20382,2220.44,0.01%,885.22
ANNA RUSSELL,20386,2220.44,0.01%,885.22
JENNIFER BELL,24040,2220.44,0.01%,885.22
LUCAS CLARK,16782,2220.44,0.01%,885.22
JORGE CHEN,20442,2220.44,0.01%,885.22
WESLEY WANG,20495,2220.44,0.01%,885.22
EDWARD COLEMAN,20472,2220.44,0.01%,885.22
MARIE GOMEZ,25795,2220.44,0.01%,885.22
DALE HOLT,23618,2219.09,0.01%,883.46
DOMINIC FERNANDEZ,23630,2219.09,0.01%,883.46
MELANIE RAMIREZ,16363,2219.09,0.01%,883.46
BRENT ZHAO,22500,2219.09,0.01%,883.46
PAULA ALONSO,22692,2219.09,0.01%,883.46
JILLIAN GONZALEZ,24092,2219.09,0.01%,883.46
FRANKLIN FERRIER,16762,2218.15,0.01%,883.79
BOB GONZALEZ,24569,2218.15,0.01%,883.79
ROY PEREZ,27952,2218.15,0.01%,883.79
ALEXANDER DAVIS,16747,2218.15,0.01%,883.79
ANN RANA,25793,2218.15,0.01%,883.79
MARSHALL CAI,25779,2218.15,0.01%,883.79
CESAR SAI,18243,2218.15,0.01%,883.79
TONY SHARMA,18241,2218.15,0.01%,883.79
DANA GILL,25780,2218.15,0.01%,883.79
NOAH GONZALES,20200,2218.15,0.01%,883.79
JEREMIAH HALL,18250,2218.15,0.01%,883.79
CINDY WEBER,22448,2218.15,0.01%,883.79
RACHAEL GONZALEZ,23636,2218.15,0.01%,883.79
MYA JENKINS,18511,2217.36,0.01%,1023.53
GABRIELLA HERNANDEZ,16375,2216.55,0.01%,882.78
LUCAS JACKSON,25481,2216.55,0.01%,882.78
ASHLEY GRIFFIN,24865,2216.55,0.01%,882.78
CHARLES ROGERS,16770,2216.55,0.01%,882.78
ANN CHANDRA,18209,2216.55,0.01%,882.78
LINDSEY RAJI,18205,2216.55,0.01%,882.78
DANNY ALONSO,18217,2216.55,0.01%,882.78
EBONY SURI,22808,2216.55,0.01%,882.78
AUTUMN LIN,18272,2216.55,0.01%,882.78
STEPHANIE POWELL,20210,2216.55,0.01%,882.78
CLAYTON XU,18488,2216.55,0.01%,882.78
CRISTINA YUAN,23776,2216.55,0.01%,882.78
KRISTI MEHTA,22312,2216.45,0.01%,882.72
MICHELE HERNANDEZ,22524,2216.45,0.01%,882.72
THOMAS COLLINS,20638,2216.45,0.01%,882.72
MEGAN ROBINSON,16490,2215.2,0.01%,882.5
SARAH WHITE,16670,2215.2,0.01%,882.5
JADA ROBERTS,20496,2215.2,0.01%,882.5
SYDNEY HARRIS,20527,2215.2,0.01%,882.5
BRENT LU,23234,2215.2,0.01%,882.5
BYRON GILL,18483,2215.2,0.01%,882.5
ALAN XU,16741,2215.2,0.01%,882.5
MICHELE GONZALEZ,18491,2215.2,0.01%,882.5
KURT SHE,26206,2215.2,0.01%,882.5
JEROME MARTIN,20170,2215.2,0.01%,882.5
DWAYNE MUNOZ,24091,2215.2,0.01%,882.5
KAITLIN SRINI,22648,2214.16,0.01%,881.29
ANGEL WARD,16761,2214.16,0.01%,881.29
KELVIN JAI,25796,2214.16,0.01%,881.29
DEVIN ANDERSON,22822,2214.16,0.01%,881.29
CLINTON ALONSO,23759,2214.16,0.01%,881.29
RENEE CARLSON,20204,2214.16,0.01%,881.29
CHASE RICHARDSON,16232,2214.16,0.01%,881.29
DESTINY LEWIS,20376,2214.16,0.01%,881.29
AUSTIN GARCIA,28876,2214.16,0.01%,881.29
SUMMER MEHTA,18415,2209.09,0.01%,1043.44
MITCHELL PAL,16742,2204.53,0.01%,875.26
CAROLYN SUAREZ,18222,2204.18,0.01%,872.57
KATIE LAL,18210,2204.18,0.01%,872.57
CLAUDIA HE,24093,2204.18,0.01%,872.57
ALISON CHANDER,18249,2204.18,0.01%,872.57
ALFREDO GILL,23629,2204.18,0.01%,872.57
VALERIE WU,20297,2204.18,0.01%,872.57
XAVIER BAKER,20659,2204.18,0.01%,872.57
EMILY ROSS,20639,2204.18,0.01%,872.57
CODY RICHARDSON,23922,2204.18,0.01%,872.57
CURTIS GUO,16673,2204.18,0.01%,872.57
MARIE SAI,24582,2204.18,0.01%,872.57
CHARLES LEE,23921,2203.49,0.01%,874.61
KAYLEE KELLY,14602,2198.66,0.01%,1019.11
FELICIA GOMEZ,18219,2198.5,0.01%,871.49
SIERRA NELSON,16132,2197.83,0.01%,871.06
ERICA CHEN,18308,2197.83,0.01%,871.06
PEDRO MORENO,18248,2197.83,0.01%,871.06
MARCUS YOUNG,18494,2197.83,0.01%,871.06
LATOYA NARA,18208,2195.54,0.01%,869.63
STEPHANIE EVANS,20039,2195.54,0.01%,869.63
RICKY SANZ,18251,2195.54,0.01%,869.63
ALISHA LIU,23764,2195.54,0.01%,869.63
JODI SHARMA,18260,2195.54,0.01%,869.63
PRESTON MEHTA,18692,2195.54,0.01%,869.63
MARIE TORRES,23925,2195.54,0.01%,869.63
CATHY SLOAN,27948,2195.54,0.01%,869.63
BRUCE NAVARRO,17353,2195.54,0.01%,869.63
TAYLOR MORGAN,24870,2195.54,0.01%,869.63
KAYLEE CAMPBELL,20658,2195.54,0.01%,869.63
ISABELLA ROBINSON,20641,2195.54,0.01%,869.63
PATRICK BROOKS,20644,2195.54,0.01%,869.63
GRACE BARNES,16783,2195.54,0.01%,869.63
GERALD RAMAN,22691,2195.54,0.01%,869.63
EDWIN YANG,24068,2195.54,0.01%,869.63
RICKY DIAZ,18335,2195.54,0.01%,869.63
CARLA MARTINEZ,24852,2195.54,0.01%,869.63
DALTON HALL,20544,2195.54,0.01%,869.63
TONY DENG,27309,2195.54,0.01%,869.63
DERRICK GOMEZ,18694,2195.54,0.01%,869.63
ALEXANDRA PARKER,16866,2194.35,0.01%,1020.11
ERNEST WANG,17038,2193.71,0.01%,1030.11
JUSTIN HUGHES,18122,2191.42,0.01%,1028.68
ETHAN WALKER,18068,2191.42,0.01%,1028.68
RUTH SANCHEZ,20581,2191.42,0.01%,1028.68
KATHERINE CLARK,17171,2191.42,0.01%,1028.68
JACKSON TURNER,16969,2191.42,0.01%,1028.68
DALTON FOSTER,18378,2191.42,0.01%,1028.68
ALISHA ZHU,18239,2190.55,0.01%,866.51
TERRENCE RAJE,18246,2190.55,0.01%,866.51
EDUARDO HARRIS,18238,2190.55,0.01%,866.51
ALVIN LUO,23635,2190.55,0.01%,866.51
SHARON NARA,18482,2190.55,0.01%,866.51
SHANNON SERRANO,18303,2190.55,0.01%,866.51
XAVIER HALL,20337,2190.55,0.01%,866.51
AMY MA,17309,2190.55,0.01%,866.51
CAROLYN MUNOZ,17315,2190.55,0.01%,866.51
CHRISTIAN COLEMAN,25798,2190.55,0.01%,866.51
PATRICIA PRASAD,20642,2190.55,0.01%,866.51
COLLEEN CHAVEZ,20049,2189.51,0.01%,865.86
CAROL ANN ROCKNE,20164,2189.51,0.01%,865.86
MARIE CHANDRA,25775,2189.51,0.01%,865.86
MARC RAMOS,18212,2189.51,0.01%,865.86
FRANCISCO SURI,22828,2189.51,0.01%,865.86
WAYNE SHE,23607,2189.51,0.01%,865.86
SOPHIA ALLEN,20183,2189.51,0.01%,865.86
WAYNE XIE,18302,2189.51,0.01%,865.86
CARL DENG,18284,2189.51,0.01%,865.86
BRAD DENG,20042,2189.51,0.01%,865.86
KAITLIN MCDONALD,18493,2189.51,0.01%,865.86
TASHA ANDERSEN,20302,2189.51,0.01%,865.86
AARON DIAZ,18695,2189.51,0.01%,865.86
BRAD RAI,18490,2189.51,0.01%,865.86
KELLI GAO,20172,2189.51,0.01%,865.86
JULIO ALVAREZ,26205,2189.51,0.01%,865.86
CHARLES JOHNSTON,16727,2189.51,0.01%,865.86
RANDALL RUBIO,17286,2189.51,0.01%,865.86
ALEJANDRO WANG,17310,2189.51,0.01%,865.86
IVAN GARCIA,17354,2189.51,0.01%,865.86
NATALIE FLORES,16732,2189.51,0.01%,865.86
CHERYL DOMINGUEZ,16916,2188.68,0.01%,1006.81
EMMA MURPHY,19844,2182.67,0.01%,999.91
MISTY GOEL,18245,2181.56,0.01%,860.88
JOE SERRANO,20167,2181.56,0.01%,860.88
DALTON LEWIS,16776,2181.56,0.01%,860.88
LARRY GOMEZ,25778,2181.56,0.01%,860.88
ERIK SANZ,22464,2181.56,0.01%,860.88
BRIAN REED,20377,2181.56,0.01%,860.88
JASMINE WILSON,17329,2181.56,0.01%,860.88
COLE MORRIS,16728,2181.56,0.01%,860.88
GINA DIAZ,20482,2181.56,0.01%,860.88
DEBORAH KUMAR,17308,2181.56,0.01%,860.88
LYDIA WEBER,23926,2181.56,0.01%,860.88
MARTHA HEE,28901,2181.56,0.01%,860.88
DREW GOEL,17352,2181.56,0.01%,860.88
JOSE ALLEN,24053,2181.56,0.01%,860.88
VIRGINIA SRINI,20048,2181.56,0.01%,860.88
KAYLA JACKSON,20060,2181.56,0.01%,860.88
TAYLOR PRICE,20038,2181.56,0.01%,860.88
PATRICIA RAMAN,16702,2181.56,0.01%,860.88
BRENT HUANG,18220,2181.56,0.01%,860.88
THOMAS POWELL,18218,2181.56,0.01%,860.88
CATHERINE BROOKS,20181,2181.56,0.01%,860.88
LINDSAY CHANDE,18244,2181.56,0.01%,860.88
ERICA LIANG,22323,2181.56,0.01%,860.88
DALE XU,26382,2181.56,0.01%,860.88
JENNIFER TAYLOR,18470,2181.56,0.01%,860.88
LARRY MARTIN,18254,2181.56,0.01%,860.88
HEATHER YANG,18275,2181.56,0.01%,860.88
AMY ZHANG,18307,2181.56,0.01%,860.88
ALVIN SUN,18252,2181.56,0.01%,860.88
ROBYN RUBIO,18469,2181.56,0.01%,860.88
SEBASTIAN MORRIS,16235,2181.56,0.01%,860.88
JARROD MALHOTRA,27316,2181.56,0.01%,860.88
KARI TORRES,18486,2181.56,0.01%,860.88
ANN SUBRAM,18693,2181.56,0.01%,860.88
JEREMY PHILLIPS,18495,2181.56,0.01%,860.88
TASHA NATH,18487,2181.56,0.01%,860.88
KRISTA MORENO,16745,2181.56,0.01%,860.88
MAKAYLA KELLY,20340,2181.56,0.01%,860.88
ALAN MA,23906,2181.56,0.01%,860.88
TANYA ALVAREZ,17279,2181.56,0.01%,860.88
SABRINA ALVAREZ,27943,2181.56,0.01%,860.88
SAVANNAH ROBERTS,20347,2181.56,0.01%,860.88
CALEB LONG,25046,2181.56,0.01%,860.88
STEPHANIE COOPER,24976,2181.56,0.01%,860.88
CARMEN GARCIA,24781,2181.56,0.01%,860.88
SOPHIA GREEN,24977,2181.56,0.01%,860.88
MADISON GRIFFIN,25093,2181.56,0.01%,860.88
ALEXANDRIA WOOD,24824,2181.56,0.01%,860.88
VICTORIA RICHARDSON,24817,2181.56,0.01%,860.88
JORDAN CARTER,28669,2181.56,0.01%,860.88
MORGAN MARTIN,24832,2181.56,0.01%,860.88
GRACE BENNETT,28819,2181.56,0.01%,860.88
JOSEPH RODRIGUEZ,28832,2181.56,0.01%,860.88
VICTORIA RODRIGUEZ,28837,2181.56,0.01%,860.88
JUSTIN BUTLER,28848,2181.56,0.01%,860.88
DWAYNE HERNANDEZ,28818,2181.56,0.01%,860.88
RENEE GOMEZ,25371,2181.56,0.01%,860.88
EMMA HALL,29013,2181.56,0.01%,860.88
ADAM ALLEN,29135,2181.56,0.01%,860.88
STEVEN SANDERS,29152,2181.56,0.01%,860.88
ALEXANDRA SANDERS,25911,2181.56,0.01%,860.88
NATHANIEL BAILEY,29336,2181.56,0.01%,860.88
EDUARDO BENNETT,29154,2181.56,0.01%,860.88
GEORGE LOUVERDIS,14848,2181.56,0.01%,860.88
JOSHUA THOMPSON,25999,2181.56,0.01%,860.88
CHRISTOPHER WHITE,26049,2181.56,0.01%,860.88
MICHELLE WATSON,26235,2181.56,0.01%,860.88
KAITLYN GARCIA,26310,2181.56,0.01%,860.88
TRINITY SANCHEZ,26279,2181.56,0.01%,860.88
AUDREY SERRANO,18337,2181.56,0.01%,860.88
JENNIFER HARRIS,16789,2181.56,0.01%,860.88
KELVIN ZENG,26207,2181.56,0.01%,860.88
MASON ALLEN,17625,2181.46,0.01%,1008.69
MONIQUE RAMOS,16495,2176.72,0.01%,1002.36
WILLIAM SMITH,17555,2174.91,0.01%,1018.34
SPENCER LONG,17424,2174.91,0.01%,1018.34
JEROME GUTIERREZ,12783,2174.57,0.01%,1021.83
KRISTA TORRES,17004,2169.91,0.01%,1015.21
OLIVIA MORRIS,14155,2169.1,0.01%,1018.41
ANDREW WILSON,18236,2169.1,0.01%,1018.41
MEREDITH MARTIN,17543,2169.1,0.01%,1018.41
KAYLEE CARTER,17412,2169.1,0.01%,1018.41
MEGAN WARD,20573,2169.1,0.01%,1018.41
MIGUEL CLARK,16987,2169.1,0.01%,1018.41
JANET GUTIERREZ,18231,2169.1,0.01%,1018.41
RILEY STEWART,18420,2169.1,0.01%,1018.41
ANDY HERNANDEZ,18831,2168.6,0.01%,1014.04
CHARLES SCOTT,18863,2166.4,0.01%,1013.01
JORDAN HERNANDEZ,16104,2166.4,0.01%,1013.01
ISABELLA PHILLIPS,16653,2166.06,0.01%,1016.5
SAMUEL ADAMS,18905,2165.57,0.01%,1012.14
JOANNA DOMINGUEZ,17003,2165.02,0.01%,997.49
GABRIELLE PEREZ,18808,2163.37,0.01%,1011.11
JEREMIAH JACKSON,18400,2160.03,0.01%,1009.58
CHARLES WATSON,16086,2158.38,0.01%,1007.99
SARA ALLEN,17461,2158.38,0.01%,1007.99
BRENDA MALHOTRA,13391,2156.9,0.01%,1007.07
KATE SHE,16852,2156.9,0.01%,1007.07
COLLEEN GUO,17535,2156.9,0.01%,1007.07
LUCAS MARTINEZ,18533,2156.9,0.01%,1007.07
JUAN BROOKS,18516,2156.34,0.01%,1006.72
JORDAN SHARMA,17393,2156.34,0.01%,1006.72
NATALIE TURNER,17441,2156.03,0.01%,982.68
HUNTER WILLIAMS,17006,2155.71,0.01%,995.36
NOAH WHITE,17580,2154.48,0.01%,991.8
VERONICA FERNANDEZ,24560,2154.48,0.01%,991.8
HANNAH JACKSON,13143,2154.48,0.01%,991.8
SIERRA TURNER,21532,2154.06,0.01%,1008.98
DAKOTA BRYANT,17613,2152.79,0.01%,995.01
EDWARD HERNANDEZ,11144,2152.16,0.01%,994.05
ALBERTO HERNANDEZ,25029,2152.15,0.01%,884.27
GABRIELLA MITCHELL,17013,2151.94,0.01%,1003.05
CALVIN NATH,22817,2150.66,0.01%,1001.25
VICTORIA PERRY,18540,2150.59,0.01%,1002.77
STEPHANIE ROGERS,16077,2150.59,0.01%,1002.77
MARCUS GRAY,18389,2150.59,0.01%,1002.77
ELIZABETH LONG,12782,2150.11,0.01%,986.6
ARIANA BAILEY,13691,2149.9,0.01%,1002.68
CRAIG MORENO,14158,2149.9,0.01%,1002.68
KATHERINE WILSON,17582,2149.9,0.01%,1002.68
KELLI SHE,24889,2149.86,0.01%,882.84
JEREMIAH KING,17563,2149.34,0.01%,1002.33
PATRICK REED,18782,2149.34,0.01%,1002.33
ARMANDO BLANCO,13918,2149.03,0.01%,978.29
GABRIELLE PATTERSON,18515,2148.37,0.01%,1001.72
ADAM MITCHELL,13397,2148.37,0.01%,1001.72
RICHARD ALLEN,16756,2147.39,0.01%,979.74
ROSA LIU,23612,2147.39,0.01%,979.74
DENNIS YE,16638,2147.39,0.01%,979.74
SAMUEL JACKSON,18413,2147.39,0.01%,979.74
MATHEW SUAREZ,12279,2147.39,0.01%,979.74
JASON WRIGHT,11158,2147.39,0.01%,979.74
MASON BAKER,13270,2147.14,0.01%,990.9
COURTNEY ADAMS,18075,2146.4,0.01%,1000.49
AUSTIN WASHINGTON,17425,2145.79,0.01%,990.62
KAITLIN SANCHEZ,12261,2145.05,0.01%,1000.21
ELIZABETH BUTLER,21057,2145.05,0.01%,1000.21
ELIJAH COLLINS,18824,2145.05,0.01%,1000.21
LINDSAY LUO,13514,2145.05,0.01%,1000.21
JAIME SUTTON,16630,2145.05,0.01%,1000.21
SYDNEY FOSTER,18860,2145.05,0.01%,1000.21
ANDRES LAL,16623,2145.05,0.01%,1000.21
MADISON ROBINSON,18377,2145.05,0.01%,1000.21
ROGER LAL,16113,2144.71,0.01%,1003.7
JULIA BAILEY,16641,2144.6,0.01%,1002.15
MARIA ROBERTS,11156,2144.08,0.01%,1002.74
VANESSA PERRY,18224,2143.59,0.01%,998.38
GABRIELLE LONG,19830,2142.77,0.01%,985.7
MALLORY RAMOS,18878,2142.03,0.01%,995.29
TAYLOR FOSTER,18611,2142.02,0.01%,998.31
GABRIELLE REED,16818,2142.02,0.01%,998.31
ABIGAIL SIMMONS,18113,2141.47,0.01%,983.66
BETHANY CHANDE,12285,2141.41,0.01%,997.37
KYLE CARTER,12395,2141.41,0.01%,997.37
BRANDI RUIZ,12221,2141.41,0.01%,997.37
ANNE ROMERO,18514,2141.39,0.01%,997.35
CAROL TORRES,18561,2141.39,0.01%,997.35
MARIAH BRYANT,13102,2141.05,0.01%,1000.84
ALEXANDRA EDWARDS,13358,2141.05,0.01%,1000.84
CALVIN DENG,12254,2140.8,0.01%,987.5
KURT NARA,12219,2140.39,0.01%,975.35
ADRIAN GRAY,16478,2140.05,0.01%,978.84
BRIANNA JAMES,17010,2137.16,0.01%,984.66
DON LEE,18839,2136.4,0.01%,994.23
ALAN GUO,12265,2135.68,0.01%,991.88
NICOLE JAMES,16078,2135.03,0.01%,990.9
ANDREA ADAMS,16845,2134.58,0.01%,996.8
JACK KUMAR,16859,2134.58,0.01%,996.8
RICHARD BUTLER,17593,2134.58,0.01%,996.8
THOMAS MITCHELL,13711,2134.58,0.01%,996.8
JACKSON KING,18067,2134.58,0.01%,996.8
DALTON PATTERSON,16912,2134.58,0.01%,996.8
EDUARDO ROBERTS,18478,2134.58,0.01%,996.8
TABITHA MUNOZ,18441,2134.58,0.01%,996.8
BRIANNA MORGAN,11136,2134.58,0.01%,996.8
AMANDA CARTER,11041,2134.58,0.01%,996.8
PAMELA RANA,17446,2134.47,0.01%,979.27
JORDYN SIMMONS,16494,2134.36,0.01%,992.96
JOHN RODRIGUEZ,18528,2134.13,0.01%,982.76
KATELYN KING,16867,2134.13,0.01%,982.76
STEPHANIE SCOTT,18518,2133.71,0.01%,972.41
DAWN TANG,16496,2133.39,0.01%,992.35
CEDRIC LIANG,19941,2131.37,0.01%,992.88
BRYCE PETERSON,18566,2129.97,0.01%,989.3
ETHAN HUGHES,18850,2129.62,0.01%,992.78
MELODY DIAZ,11599,2128.68,0.01%,987.49
SHANNON JOHNSTON,20587,2128.68,0.01%,987.49
RICHARD EDWARDS,17135,2128.61,0.01%,989.01
CHLOE WALKER,16909,2128.39,0.01%,989.22
BENJAMIN ROBINSON,17536,2128.39,0.01%,989.22
NICOLAS RAI,14601,2128.39,0.01%,989.22
MICHELLE COOK,17594,2128.39,0.01%,989.22
AARON ROSS,11888,2128.39,0.01%,989.22
CHLOE GARCIA,11037,2128.34,0.01%,992.88
PRISCILLA ANAND,17005,2128.27,0.01%,992.5
FRANK MUNOZ,16112,2127.58,0.01%,992.41
LOGAN WRIGHT,13783,2127.04,0.01%,988.94
VANESSA PATTERSON,16869,2127.04,0.01%,988.94
THOMAS LI,18116,2127.04,0.01%,988.94
PATRICK KELLY,16144,2127.04,0.01%,988.94
HAILEY REED,17453,2127.04,0.01%,988.94
KATHERINE DIAZ,11526,2127.04,0.01%,988.94
LUCAS TAYLOR,11523,2127.04,0.01%,988.94
JEREMY PEREZ,13100,2127.04,0.01%,988.94
MAKAYLA ROGERS,17141,2127.04,0.01%,988.94
NATALIE MORRIS,18838,2127.04,0.01%,988.94
SHANE MALHOTRA,23603,2126.71,0.01%,968.02
ANGELA MURPHY,11063,2126.71,0.01%,968.02
WENDY RAMOS,12256,2126.41,0.01%,987.98
COURTNEY YOUNG,17622,2126.41,0.01%,987.98
MASON PHILLIPS,16915,2126.41,0.01%,987.98
XAVIER HOWARD,18395,2126.41,0.01%,987.98
DESTINY WILSON,11021,2126.07,0.01%,991.47
VIRGINIA SARA,12220,2126.07,0.01%,991.47
MARISSA FLORES,15998,2126.07,0.01%,991.47
ADAM RUSSELL,17427,2126.07,0.01%,991.47
MELISSA RICHARDSON,11132,2126.05,0.01%,991.45
RAYMOND SURI,17416,2125.07,0.01%,969.47
JACKSON GREEN,17475,2125.07,0.01%,969.47
BENJAMIN BUTLER,18972,2124.08,0.01%,990.22
IAN COX,13417,2124.08,0.01%,990.22
MICAH CHEN,16087,2124.08,0.01%,990.22
GREGORY KUMAR,16244,2122.73,0.01%,989.94
CLAYTON NATH,14793,2122.73,0.01%,989.94
EMMA ROBINSON,16844,2122.73,0.01%,989.94
NOAH ROBINSON,17604,2122.73,0.01%,989.94
SOPHIA EDWARDS,18232,2122.73,0.01%,989.94
JASON COLLINS,17458,2122.73,0.01%,989.94
CARA LIANG,13515,2122.73,0.01%,989.94
ABIGAIL DIAZ,18376,2122.73,0.01%,989.94
ANNA SIMMONS,12451,2122.03,0.01%,988.94
THOMAS HUGHES,17420,2121.65,0.01%,985
TIFFANY GAO,16352,2121.65,0.01%,985
